Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX01281967,BR0012,DLR0025,Ren-M128,1695420,4,DT02290,3,8,2021,Brakes,Falcon Auto Sales,Revo Auto Partners
TX01281968,BR0009,DLR0026,Hon-M218,1916255,3,DT03774,15,9,2020,Seats,Fusion Car Center,Urban Gears Dealers
TX01281969,BR0011,DLR0003,Hyu-M158,169926,1,DT04917,21,6,2020,Tyres,Glide Motors,Saab Motors
TX01281970,BR0014,DLR0011,BMW-M1,1014037,5,DT04246,7,11,2020,Tyres,Elite Drive Showroom,Grand Auto Plaza
TX01281971,BR0010,DLR0012,Tat-M188,327920,4,DT03626,16,12,2021,Tyres,Nexa Auto Gallery,Axis AutoMart
TX01281972,BR0015,DLR0029,Tat-M188,269746,4,DT03503,3,6,2022,Engine,Torque Wheel Motors,Trailblazer Auto
TX01281973,BR0010,DLR0027,Tat-M188,1745795,5,DT00434,25,2,2022,Tyres,Nexa Auto Gallery,DriveIQ Showroom
TX01281974,BR0007,DLR0007,BMW-M1,925460,5,DT04177,12,9,2022,Brakes,Crestline Motors,Torque Traders
TX01281975,BR0004,DLR0001,Hyu-M158,317805,4,DT04530,12,4,2022,Seats,Velocity Auto Mall,AC Cars Motors
TX01281976,BR0009,DLR0022,Hyu-M158,326975,3,DT03047,11,10,2023,Brakes,Fusion Car Center,Skyline Wheels
TX01281977,BR0002,DLR0010,BMW-M1,224532,5,DT02746,15,12,2019,Brakes,Deccan Motors,DriveMax Motors
TX01281978,BR0003,DLR0016,BMW-M1,306627,5,DT03369,22,3,2019,Steering,Wiesmann Motors,Royal Wheels Dealership
TX01281979,BR0006,DLR0006,Ren-M128,108228,4,DT00219,7,9,2020,Engine,Zenith Auto Hub,EcoDrive Dealership
TX01281980,BR0011,DLR0019,Tat-M188,436548,1,DT04886,6,6,2019,Engine,Glide Motors,Fusion AutoPoint
TX01281981,BR0001,DLR0017,BMW-M1,1434171,4,DT04794,26,12,2022,Seats,AC Cars Motors,Nimbus Motors
TX01281982,BR0006,DLR0009,Ren-M128,633068,3,DT01876,1,6,2019,Seats,Zenith Auto Hub,PrimeDrive Dealership
TX01281983,BR0005,DLR0020,Hon-M218,558279,5,DT00449,18,2,2021,Engine,Imperial Auto House,HyperDrive Car Trade
TX01281984,BR0012,DLR0019,Hyu-M158,537563,5,DT01453,9,4,2022,Engine,Falcon Auto Sales,Fusion AutoPoint
TX01281985,BR0016,DLR0012,Hon-M218,1729108,1,DT02851,16,7,2019,Steering,BlueSky Car Lounge,Axis AutoMart
TX01281986,BR0011,DLR0006,Ren-M128,883108,5,DT03816,8,9,2019,Tyres,Glide Motors,EcoDrive Dealership
TX01281987,BR0007,DLR0027,Hon-M218,1196249,4,DT03218,19,6,2020,Brakes,Crestline Motors,DriveIQ Showroom
TX01281988,BR0006,DLR0004,Ren-M128,290522,2,DT00304,7,10,2019,Steering,Zenith Auto Hub,Messerschmitt Motors
TX01281989,BR0013,DLR0001,Tat-M188,1569049,1,DT02510,25,3,2021,Brakes,Trinity Auto World,AC Cars Motors
TX01281990,BR0011,DLR0015,Tat-M188,305342,3,DT00332,8,2,2022,Engine,Glide Motors,Vroom Auto Sales
TX01281991,BR0012,DLR0019,Hon-M218,751496,1,DT03501,8,3,2022,Tyres,Falcon Auto Sales,Fusion AutoPoint
TX01281992,BR0011,DLR0001,BMW-M1,1887190,2,DT00121,19,10,2023,Engine,Glide Motors,AC Cars Motors
TX01281993,BR0006,DLR0014,Hyu-M158,798421,4,DT00432,7,10,2022,Engine,Zenith Auto Hub,TrueMotion Dealers
TX01281994,BR0008,DLR0004,Ren-M128,253282,5,DT02705,12,5,2021,Steering,Redline Auto Zone,Messerschmitt Motors
TX01281995,BR0005,DLR0020,Hon-M218,1301739,4,DT04801,5,1,2022,Engine,Imperial Auto House,HyperDrive Car Trade
