Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX12087109,BR0010,DLR0025,Hon-M218,1092459,1,DT04748,20,5,2020,Engine,Nexa Auto Gallery,Revo Auto Partners
TX12087110,BR0016,DLR0028,Tat-M188,1494375,4,DT01222,21,10,2023,Steering,BlueSky Car Lounge,Autograph Motors
TX12087111,BR0012,DLR0017,Ren-M128,1080510,3,DT02884,23,11,2023,Steering,Falcon Auto Sales,Nimbus Motors
TX12087112,BR0009,DLR0021,Hyu-M158,85993,1,DT03141,21,1,2022,Steering,Fusion Car Center,Cityscape Dealers
TX12087113,BR0010,DLR0017,Ren-M128,1649577,5,DT01665,6,10,2021,Tyres,Nexa Auto Gallery,Nimbus Motors
TX12087114,BR0004,DLR0004,Hyu-M158,766990,4,DT03276,19,12,2019,Seats,Velocity Auto Mall,Messerschmitt Motors
TX12087115,BR0012,DLR0027,Tat-M188,728804,1,DT00278,2,5,2022,Tyres,Falcon Auto Sales,DriveIQ Showroom
TX12087116,BR0002,DLR0021,Hon-M218,1570917,4,DT02602,6,9,2022,Seats,Deccan Motors,Cityscape Dealers
TX12087117,BR0011,DLR0011,BMW-M1,1303111,4,DT00629,26,4,2020,Seats,Glide Motors,Grand Auto Plaza
TX12087118,BR0014,DLR0001,Ren-M128,1450983,5,DT00005,2,11,2020,Brakes,Elite Drive Showroom,AC Cars Motors
TX12087119,BR0004,DLR0012,Hon-M218,79988,2,DT04114,6,12,2022,Engine,Velocity Auto Mall,Axis AutoMart
TX12087120,BR0014,DLR0003,Tat-M188,320493,5,DT00140,21,8,2020,Steering,Elite Drive Showroom,Saab Motors
TX12087121,BR0010,DLR0026,Hyu-M158,1963201,1,DT03395,18,11,2023,Steering,Nexa Auto Gallery,Urban Gears Dealers
TX12087122,BR0011,DLR0017,Hon-M218,469758,3,DT02582,2,12,2022,Tyres,Glide Motors,Nimbus Motors
TX12087123,BR0004,DLR0013,BMW-M1,1210194,5,DT03511,9,5,2020,Engine,Velocity Auto Mall,Momentum Car Hub
TX12087124,BR0013,DLR0008,Tat-M188,850029,1,DT04302,15,11,2020,Brakes,Trinity Auto World,AutoNova Sales
TX12087125,BR0009,DLR0020,Hyu-M158,1064307,4,DT04063,25,2,2022,Steering,Fusion Car Center,HyperDrive Car Trade
TX12087126,BR0014,DLR0012,Hyu-M158,486320,4,DT02862,9,10,2019,Brakes,Elite Drive Showroom,Axis AutoMart
TX12087127,BR0008,DLR0001,Hyu-M158,1693746,5,DT04367,27,12,2021,Steering,Redline Auto Zone,AC Cars Motors
