Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX17398111,BR0005,DLR0009,Hon-M218,669688,5,DT02202,17,11,2022,Tyres,Imperial Auto House,PrimeDrive Dealership
TX17398112,BR0002,DLR0004,Hyu-M158,1417209,3,DT01078,12,12,2022,Engine,Deccan Motors,Messerschmitt Motors
TX17398113,BR0011,DLR0002,Ren-M128,1526454,5,DT03743,26,4,2020,Engine,Glide Motors,Subaru Motors
TX17398114,BR0010,DLR0014,Hon-M218,323025,4,DT01876,2,7,2023,Engine,Nexa Auto Gallery,TrueMotion Dealers
TX17398115,BR0005,DLR0012,BMW-M1,849427,5,DT02114,3,1,2020,Tyres,Imperial Auto House,Axis AutoMart
TX17398116,BR0011,DLR0006,BMW-M1,134694,4,DT02628,9,1,2022,Engine,Glide Motors,EcoDrive Dealership
TX17398117,BR0003,DLR0013,Hon-M218,1578608,4,DT01010,11,10,2020,Engine,Wiesmann Motors,Momentum Car Hub
TX17398118,BR0012,DLR0022,Tat-M188,646213,2,DT03798,24,7,2022,Brakes,Falcon Auto Sales,Skyline Wheels
TX17398119,BR0007,DLR0015,Tat-M188,1892306,5,DT03070,1,11,2019,Tyres,Crestline Motors,Vroom Auto Sales
TX17398120,BR0007,DLR0028,Ren-M128,808343,4,DT01091,5,5,2020,Steering,Crestline Motors,Autograph Motors
TX17398121,BR0007,DLR0015,BMW-M1,1112411,5,DT03308,22,8,2023,Engine,Crestline Motors,Vroom Auto Sales
TX17398122,BR0001,DLR0003,BMW-M1,1588596,5,DT00453,18,1,2020,Engine,AC Cars Motors,Saab Motors
TX17398123,BR0009,DLR0006,Tat-M188,1034103,3,DT01224,20,10,2019,Brakes,Fusion Car Center,EcoDrive Dealership
TX17398124,BR0016,DLR0024,Hon-M218,668606,1,DT02116,16,6,2023,Seats,BlueSky Car Lounge,Orbit Auto Dealers
TX17398125,BR0009,DLR0002,Hyu-M158,682651,3,DT03447,17,1,2021,Steering,Fusion Car Center,Subaru Motors
TX17398126,BR0012,DLR0019,Ren-M128,1000511,2,DT00213,1,10,2020,Steering,Falcon Auto Sales,Fusion AutoPoint
TX17398127,BR0015,DLR0003,Ren-M128,1175581,1,DT03789,17,6,2023,Tyres,Torque Wheel Motors,Saab Motors
TX17398128,BR0004,DLR0021,Hyu-M158,1196163,1,DT00233,25,6,2021,Tyres,Velocity Auto Mall,Cityscape Dealers
TX17398129,BR0011,DLR0007,Hon-M218,1134753,3,DT01938,26,1,2021,Tyres,Glide Motors,Torque Traders
TX17398130,BR0005,DLR0024,BMW-M1,1752011,3,DT00203,14,11,2020,Steering,Imperial Auto House,Orbit Auto Dealers
TX17398131,BR0006,DLR0022,Ren-M128,852781,5,DT00244,21,11,2020,Tyres,Zenith Auto Hub,Skyline Wheels
TX17398132,BR0005,DLR0003,Hon-M218,643225,2,DT01502,16,10,2020,Steering,Imperial Auto House,Saab Motors
TX17398133,BR0002,DLR0009,Ren-M128,1005791,3,DT03226,16,11,2023,Tyres,Deccan Motors,PrimeDrive Dealership
TX17398134,BR0016,DLR0026,Ren-M128,570961,1,DT02827,3,5,2021,Engine,BlueSky Car Lounge,Urban Gears Dealers
TX17398135,BR0001,DLR0016,Ren-M128,319863,1,DT02332,5,9,2023,Steering,AC Cars Motors,Royal Wheels Dealership
TX17398136,BR0011,DLR0025,Hon-M218,1465125,5,DT02554,13,11,2023,Tyres,Glide Motors,Revo Auto Partners
TX17398137,BR0004,DLR0007,Ren-M128,981505,3,DT04839,12,5,2023,Steering,Velocity Auto Mall,Torque Traders
TX17398138,BR0012,DLR0004,Tat-M188,79923,5,DT00827,13,11,2022,Engine,Falcon Auto Sales,Messerschmitt Motors
TX17398139,BR0009,DLR0028,BMW-M1,1475391,1,DT00563,25,3,2023,Tyres,Fusion Car Center,Autograph Motors
TX17398140,BR0008,DLR0017,Hyu-M158,928383,5,DT02899,21,2,2020,Seats,Redline Auto Zone,Nimbus Motors
TX17398141,BR0004,DLR0023,Tat-M188,964822,5,DT00372,19,9,2020,Engine,Velocity Auto Mall,Legendary Auto Group
TX17398142,BR0010,DLR0025,Ren-M128,1722895,1,DT03186,3,9,2023,Tyres,Nexa Auto Gallery,Revo Auto Partners
TX17398143,BR0001,DLR0027,Ren-M128,498130,1,DT03215,15,5,2021,Steering,AC Cars Motors,DriveIQ Showroom
TX17398144,BR0008,DLR0024,Hyu-M158,672213,5,DT02289,24,3,2021,Brakes,Redline Auto Zone,Orbit Auto Dealers
TX17398145,BR0016,DLR0023,Hyu-M158,1398481,4,DT04433,28,12,2022,Steering,BlueSky Car Lounge,Legendary Auto Group
TX17398146,BR0008,DLR0025,Ren-M128,213841,5,DT01976,6,8,2021,Seats,Redline Auto Zone,Revo Auto Partners
TX17398147,BR0003,DLR0012,BMW-M1,1128732,2,DT03421,2,2,2022,Seats,Wiesmann Motors,Axis AutoMart
TX17398148,BR0009,DLR0012,BMW-M1,116500,1,DT03207,27,3,2020,Steering,Fusion Car Center,Axis AutoMart
TX17398149,BR0015,DLR0015,Hyu-M158,1654894,2,DT02950,28,1,2023,Brakes,Torque Wheel Motors,Vroom Auto Sales
TX17398150,BR0014,DLR0010,Ren-M128,390397,1,DT01299,13,6,2022,Engine,Elite Drive Showroom,DriveMax Motors
TX17398151,BR0015,DLR0027,Hyu-M158,1948880,5,DT03077,16,3,2019,Steering,Torque Wheel Motors,DriveIQ Showroom
TX17398152,BR0004,DLR0016,Tat-M188,775034,3,DT04583,27,4,2020,Seats,Velocity Auto Mall,Royal Wheels Dealership
