Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX00183139,BR0011,DLR0026,Ren-M128,1035464,2,DT00312,28,5,2021,Steering,Glide Motors,Urban Gears Dealers
TX00183140,BR0012,DLR0005,BMW-M1,1871899,4,DT00128,7,10,2019,Seats,Falcon Auto Sales,Prestige Auto Dealers
TX00183141,BR0008,DLR0019,Hyu-M158,214830,3,DT03771,15,2,2020,Steering,Redline Auto Zone,Fusion AutoPoint
TX00183142,BR0011,DLR0002,Hon-M218,1457437,4,DT02083,4,6,2019,Seats,Glide Motors,Subaru Motors
TX00183143,BR0001,DLR0017,Hyu-M158,1953977,4,DT04530,28,2,2023,Engine,AC Cars Motors,Nimbus Motors
TX00183144,BR0005,DLR0022,Hon-M218,311490,3,DT00956,6,11,2020,Brakes,Imperial Auto House,Skyline Wheels
TX00183145,BR0006,DLR0019,Hon-M218,1782473,1,DT03288,20,5,2021,Seats,Zenith Auto Hub,Fusion AutoPoint
TX00183146,BR0005,DLR0019,Ren-M128,1404806,2,DT03170,7,3,2020,Brakes,Imperial Auto House,Fusion AutoPoint
TX00183147,BR0002,DLR0026,BMW-M1,1014786,2,DT00576,22,7,2022,Engine,Deccan Motors,Urban Gears Dealers
TX00183148,BR0003,DLR0022,Ren-M128,804912,5,DT02683,19,12,2023,Seats,Wiesmann Motors,Skyline Wheels
TX00183149,BR0013,DLR0008,Hon-M218,993554,5,DT00799,4,10,2019,Engine,Trinity Auto World,AutoNova Sales
TX00183150,BR0009,DLR0009,BMW-M1,1819037,5,DT04515,25,12,2021,Tyres,Fusion Car Center,PrimeDrive Dealership
TX00183151,BR0014,DLR0015,Ren-M128,769254,3,DT00770,1,5,2022,Brakes,Elite Drive Showroom,Vroom Auto Sales
TX00183152,BR0005,DLR0022,Ren-M128,1285969,4,DT01196,22,12,2021,Seats,Imperial Auto House,Skyline Wheels
TX00183153,BR0006,DLR0008,Hyu-M158,994831,2,DT04977,25,5,2022,Steering,Zenith Auto Hub,AutoNova Sales
TX00183154,BR0001,DLR0001,Hyu-M158,1761648,5,DT00957,12,12,2019,Seats,AC Cars Motors,AC Cars Motors
TX00183155,BR0010,DLR0029,Tat-M188,1943219,2,DT04927,6,9,2021,Tyres,Nexa Auto Gallery,Trailblazer Auto
TX00183156,BR0006,DLR0027,Hyu-M158,140809,3,DT00453,5,11,2019,Tyres,Zenith Auto Hub,DriveIQ Showroom
TX00183157,BR0016,DLR0007,Tat-M188,1594991,1,DT03294,7,7,2022,Engine,BlueSky Car Lounge,Torque Traders
TX00183158,BR0010,DLR0025,Tat-M188,892883,1,DT00475,4,7,2020,Seats,Nexa Auto Gallery,Revo Auto Partners
TX00183159,BR0011,DLR0028,Ren-M128,808457,5,DT01508,8,9,2020,Engine,Glide Motors,Autograph Motors
TX00183160,BR0003,DLR0018,Hon-M218,890899,1,DT04849,28,9,2021,Seats,Wiesmann Motors,Ignite Motors
TX00183161,BR0003,DLR0007,Tat-M188,972060,1,DT00390,24,9,2020,Brakes,Wiesmann Motors,Torque Traders
TX00183162,BR0011,DLR0022,Hyu-M158,1605936,3,DT00093,16,9,2020,Tyres,Glide Motors,Skyline Wheels
TX00183163,BR0014,DLR0002,BMW-M1,1445418,5,DT01268,28,11,2020,Brakes,Elite Drive Showroom,Subaru Motors
TX00183164,BR0014,DLR0019,Tat-M188,1758364,1,DT00521,28,2,2021,Brakes,Elite Drive Showroom,Fusion AutoPoint
TX00183165,BR0010,DLR0010,Ren-M128,1964619,1,DT03937,1,2,2019,Seats,Nexa Auto Gallery,DriveMax Motors
TX00183166,BR0008,DLR0006,Ren-M128,592012,5,DT02710,11,11,2020,Engine,Redline Auto Zone,EcoDrive Dealership
TX00183167,BR0003,DLR0025,Ren-M128,118114,4,DT02722,25,11,2019,Steering,Wiesmann Motors,Revo Auto Partners
TX00183168,BR0002,DLR0024,Ren-M128,1554026,1,DT00330,26,10,2023,Engine,Deccan Motors,Orbit Auto Dealers
TX00183169,BR0002,DLR0030,Ren-M128,52154,3,DT01002,23,5,2020,Steering,Deccan Motors,Pulse Car Hub
TX00183170,BR0013,DLR0015,BMW-M1,1683272,4,DT02326,13,10,2019,Tyres,Trinity Auto World,Vroom Auto Sales
TX00183171,BR0014,DLR0023,Tat-M188,310677,5,DT00647,11,9,2021,Tyres,Elite Drive Showroom,Legendary Auto Group
TX00183172,BR0004,DLR0019,Hon-M218,1648259,5,DT04595,3,5,2019,Engine,Velocity Auto Mall,Fusion AutoPoint
