Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX07691797,BR0009,DLR0001,Tat-M188,1949793,5,DT03230,5,8,2020,Steering,Fusion Car Center,AC Cars Motors
TX07691798,BR0012,DLR0002,Hon-M218,405194,5,DT03387,23,2,2021,Engine,Falcon Auto Sales,Subaru Motors
TX07691799,BR0009,DLR0011,Hyu-M158,1744517,4,DT03793,27,11,2019,Steering,Fusion Car Center,Grand Auto Plaza
TX07691800,BR0002,DLR0015,Hyu-M158,512109,3,DT04943,26,9,2019,Brakes,Deccan Motors,Vroom Auto Sales
TX07691801,BR0002,DLR0009,Hon-M218,52455,3,DT01649,21,7,2021,Tyres,Deccan Motors,PrimeDrive Dealership
TX07691802,BR0001,DLR0016,Hon-M218,995170,4,DT00971,10,9,2020,Brakes,AC Cars Motors,Royal Wheels Dealership
TX07691803,BR0006,DLR0023,Hyu-M158,1222800,1,DT03180,22,5,2019,Tyres,Zenith Auto Hub,Legendary Auto Group
TX07691804,BR0014,DLR0011,Hon-M218,90052,1,DT03832,27,1,2021,Engine,Elite Drive Showroom,Grand Auto Plaza
TX07691805,BR0006,DLR0019,BMW-M1,1670263,3,DT02437,12,7,2020,Seats,Zenith Auto Hub,Fusion AutoPoint
TX07691806,BR0008,DLR0019,Tat-M188,392385,3,DT04472,24,4,2020,Engine,Redline Auto Zone,Fusion AutoPoint
TX07691807,BR0002,DLR0017,Hon-M218,656889,3,DT02814,14,9,2022,Seats,Deccan Motors,Nimbus Motors
TX07691808,BR0009,DLR0009,Tat-M188,1989642,5,DT04800,14,8,2019,Engine,Fusion Car Center,PrimeDrive Dealership
TX07691809,BR0014,DLR0027,Hon-M218,149319,1,DT04709,9,4,2019,Steering,Elite Drive Showroom,DriveIQ Showroom
TX07691810,BR0012,DLR0025,BMW-M1,1151298,3,DT03483,6,2,2021,Steering,Falcon Auto Sales,Revo Auto Partners
TX07691811,BR0012,DLR0005,Hon-M218,1741054,1,DT02673,13,4,2019,Steering,Falcon Auto Sales,Prestige Auto Dealers
TX07691812,BR0003,DLR0023,Tat-M188,77503,1,DT04304,6,10,2019,Brakes,Wiesmann Motors,Legendary Auto Group
TX07691813,BR0016,DLR0024,Hon-M218,1645969,2,DT01282,15,1,2023,Engine,BlueSky Car Lounge,Orbit Auto Dealers
TX07691814,BR0002,DLR0019,BMW-M1,1193180,5,DT03260,8,11,2019,Tyres,Deccan Motors,Fusion AutoPoint
TX07691815,BR0015,DLR0017,Tat-M188,462952,1,DT03577,22,11,2022,Engine,Torque Wheel Motors,Nimbus Motors
TX07691816,BR0011,DLR0026,BMW-M1,149224,4,DT03823,21,4,2021,Steering,Glide Motors,Urban Gears Dealers
TX07691817,BR0012,DLR0028,Tat-M188,51713,4,DT04776,5,3,2019,Steering,Falcon Auto Sales,Autograph Motors
TX07691818,BR0007,DLR0003,BMW-M1,1671848,3,DT00189,21,6,2023,Brakes,Crestline Motors,Saab Motors
TX07691819,BR0009,DLR0013,Hyu-M158,795429,1,DT04767,27,11,2021,Tyres,Fusion Car Center,Momentum Car Hub
TX07691820,BR0004,DLR0004,Hyu-M158,67796,4,DT03110,28,4,2021,Tyres,Velocity Auto Mall,Messerschmitt Motors
TX07691821,BR0012,DLR0018,BMW-M1,29137,2,DT02772,11,3,2019,Brakes,Falcon Auto Sales,Ignite Motors
TX07691822,BR0004,DLR0025,Hyu-M158,187165,5,DT01827,12,1,2023,Engine,Velocity Auto Mall,Revo Auto Partners
TX07691823,BR0015,DLR0030,Ren-M128,706652,5,DT00590,1,6,2019,Seats,Torque Wheel Motors,Pulse Car Hub
TX07691824,BR0014,DLR0014,Hyu-M158,254877,2,DT02461,14,11,2023,Seats,Elite Drive Showroom,TrueMotion Dealers
TX07691825,BR0012,DLR0025,Tat-M188,458197,3,DT00505,16,2,2020,Tyres,Falcon Auto Sales,Revo Auto Partners
TX07691826,BR0015,DLR0028,BMW-M1,226353,2,DT02452,19,7,2022,Engine,Torque Wheel Motors,Autograph Motors
TX07691827,BR0004,DLR0005,Hyu-M158,235833,4,DT02135,9,3,2020,Steering,Velocity Auto Mall,Prestige Auto Dealers
TX07691828,BR0015,DLR0011,Hon-M218,542345,3,DT03891,1,6,2020,Steering,Torque Wheel Motors,Grand Auto Plaza
TX07691829,BR0014,DLR0005,BMW-M1,802706,5,DT00554,6,7,2021,Engine,Elite Drive Showroom,Prestige Auto Dealers
TX07691830,BR0007,DLR0016,BMW-M1,182779,5,DT00032,16,12,2021,Tyres,Crestline Motors,Royal Wheels Dealership
TX07691831,BR0003,DLR0016,BMW-M1,1486483,1,DT02678,16,7,2021,Engine,Wiesmann Motors,Royal Wheels Dealership
TX07691832,BR0007,DLR0020,Tat-M188,1753204,1,DT01879,1,7,2020,Engine,Crestline Motors,HyperDrive Car Trade
TX07691833,BR0014,DLR0016,Hon-M218,1633480,5,DT01210,28,12,2019,Brakes,Elite Drive Showroom,Royal Wheels Dealership
TX07691834,BR0016,DLR0008,BMW-M1,501150,1,DT00397,2,10,2020,Seats,BlueSky Car Lounge,AutoNova Sales
TX07691835,BR0015,DLR0006,Hon-M218,45399,5,DT02847,3,9,2022,Brakes,Torque Wheel Motors,EcoDrive Dealership
TX07691836,BR0010,DLR0027,Tat-M188,1274355,1,DT04525,13,7,2020,Seats,Nexa Auto Gallery,DriveIQ Showroom
TX07691837,BR0005,DLR0013,Tat-M188,1110757,1,DT00474,19,11,2023,Tyres,Imperial Auto House,Momentum Car Hub
TX07691838,BR0004,DLR0025,Hon-M218,1349738,4,DT03290,28,5,2022,Brakes,Velocity Auto Mall,Revo Auto Partners
TX07691839,BR0003,DLR0014,Ren-M128,1918827,3,DT02593,19,4,2022,Seats,Wiesmann Motors,TrueMotion Dealers
TX07691840,BR0008,DLR0026,BMW-M1,158791,5,DT04304,10,8,2022,Steering,Redline Auto Zone,Urban Gears Dealers
TX07691841,BR0007,DLR0018,BMW-M1,1066772,5,DT00869,10,6,2022,Brakes,Crestline Motors,Ignite Motors
TX07691842,BR0011,DLR0001,Hyu-M158,1009648,3,DT04528,12,1,2021,Engine,Glide Motors,AC Cars Motors
TX07691843,BR0008,DLR0024,Hon-M218,1659172,4,DT04998,26,1,2019,Tyres,Redline Auto Zone,Orbit Auto Dealers
TX07691844,BR0001,DLR0028,Hyu-M158,52606,2,DT03467,2,9,2020,Tyres,AC Cars Motors,Autograph Motors
TX07691845,BR0015,DLR0015,Ren-M128,26838,1,DT02635,11,12,2021,Tyres,Torque Wheel Motors,Vroom Auto Sales
TX07691846,BR0008,DLR0017,Hyu-M158,1881375,4,DT00987,13,9,2023,Steering,Redline Auto Zone,Nimbus Motors
TX07691847,BR0016,DLR0025,Hyu-M158,1108144,2,DT00854,14,5,2019,Brakes,BlueSky Car Lounge,Revo Auto Partners
TX07691848,BR0012,DLR0001,Hyu-M158,1740911,1,DT02312,11,5,2022,Engine,Falcon Auto Sales,AC Cars Motors
TX07691849,BR0007,DLR0023,Tat-M188,1903007,1,DT03705,25,6,2019,Seats,Crestline Motors,Legendary Auto Group
TX07691850,BR0002,DLR0028,BMW-M1,134669,2,DT02457,25,3,2023,Brakes,Deccan Motors,Autograph Motors
TX07691851,BR0003,DLR0007,BMW-M1,770443,4,DT04031,28,4,2020,Seats,Wiesmann Motors,Torque Traders
TX07691852,BR0011,DLR0024,Tat-M188,803647,2,DT00762,18,9,2023,Seats,Glide Motors,Orbit Auto Dealers
TX07691853,BR0007,DLR0005,Hyu-M158,179930,5,DT01705,14,4,2019,Brakes,Crestline Motors,Prestige Auto Dealers
TX07691854,BR0007,DLR0024,Hon-M218,879042,3,DT04972,16,1,2022,Seats,Crestline Motors,Orbit Auto Dealers
TX07691855,BR0014,DLR0002,Hon-M218,635616,5,DT04555,17,1,2021,Brakes,Elite Drive Showroom,Subaru Motors
TX07691856,BR0001,DLR0004,BMW-M1,1008182,2,DT04311,25,4,2022,Brakes,AC Cars Motors,Messerschmitt Motors
TX07691857,BR0001,DLR0027,BMW-M1,1851701,5,DT01809,3,11,2023,Tyres,AC Cars Motors,DriveIQ Showroom
TX07691858,BR0007,DLR0001,Tat-M188,1169514,2,DT01695,21,10,2019,Engine,Crestline Motors,AC Cars Motors
TX07691859,BR0001,DLR0018,Hyu-M158,134501,1,DT04797,26,8,2019,Steering,AC Cars Motors,Ignite Motors
TX07691860,BR0008,DLR0018,Hyu-M158,905214,4,DT02841,21,3,2021,Seats,Redline Auto Zone,Ignite Motors
TX07691861,BR0014,DLR0016,Hon-M218,1000302,4,DT01913,23,12,2022,Engine,Elite Drive Showroom,Royal Wheels Dealership
TX07691862,BR0012,DLR0029,Hyu-M158,1731505,3,DT04541,21,6,2022,Engine,Falcon Auto Sales,Trailblazer Auto
TX07691863,BR0015,DLR0008,Hon-M218,83370,4,DT04911,8,4,2023,Engine,Torque Wheel Motors,AutoNova Sales
TX07691864,BR0004,DLR0001,Hon-M218,1051362,2,DT02150,18,6,2021,Brakes,Velocity Auto Mall,AC Cars Motors
TX07691865,BR0004,DLR0023,BMW-M1,1467510,3,DT04519,3,11,2019,Tyres,Velocity Auto Mall,Legendary Auto Group
TX07691866,BR0011,DLR0004,BMW-M1,1645257,5,DT01458,25,4,2020,Brakes,Glide Motors,Messerschmitt Motors
TX07691867,BR0014,DLR0014,Ren-M128,272655,4,DT00132,15,4,2021,Engine,Elite Drive Showroom,TrueMotion Dealers
TX07691868,BR0011,DLR0025,Hon-M218,198610,1,DT04377,12,5,2020,Seats,Glide Motors,Revo Auto Partners
TX07691869,BR0016,DLR0020,Hon-M218,904855,5,DT01306,12,1,2021,Seats,BlueSky Car Lounge,HyperDrive Car Trade
TX07691870,BR0001,DLR0019,Ren-M128,129784,4,DT00955,10,12,2020,Engine,AC Cars Motors,Fusion AutoPoint
TX07691871,BR0011,DLR0020,Ren-M128,1656073,1,DT04720,21,4,2021,Engine,Glide Motors,HyperDrive Car Trade
TX07691872,BR0004,DLR0015,Hon-M218,457485,4,DT01742,27,11,2023,Tyres,Velocity Auto Mall,Vroom Auto Sales
TX07691873,BR0010,DLR0024,Hyu-M158,80860,1,DT03502,7,12,2021,Steering,Nexa Auto Gallery,Orbit Auto Dealers
TX07691874,BR0004,DLR0007,Hon-M218,1807266,3,DT03969,9,8,2023,Brakes,Velocity Auto Mall,Torque Traders
TX07691875,BR0006,DLR0022,BMW-M1,815164,2,DT00990,16,5,2019,Engine,Zenith Auto Hub,Skyline Wheels
TX07691876,BR0004,DLR0018,Ren-M128,654662,4,DT04372,23,8,2021,Engine,Velocity Auto Mall,Ignite Motors
TX07691877,BR0012,DLR0027,BMW-M1,744507,4,DT03014,8,4,2023,Tyres,Falcon Auto Sales,DriveIQ Showroom
TX07691878,BR0001,DLR0004,Hon-M218,741844,4,DT04259,17,10,2019,Steering,AC Cars Motors,Messerschmitt Motors
TX07691879,BR0004,DLR0020,Tat-M188,1899141,5,DT04792,16,11,2021,Engine,Velocity Auto Mall,HyperDrive Car Trade
TX07691880,BR0014,DLR0007,Hon-M218,350744,4,DT00317,6,10,2021,Seats,Elite Drive Showroom,Torque Traders
TX07691881,BR0009,DLR0016,BMW-M1,1632876,5,DT04181,1,11,2019,Brakes,Fusion Car Center,Royal Wheels Dealership
TX07691882,BR0007,DLR0016,Hyu-M158,938464,5,DT01222,4,2,2019,Seats,Crestline Motors,Royal Wheels Dealership
TX07691883,BR0011,DLR0026,Ren-M128,1801583,5,DT01705,12,10,2020,Steering,Glide Motors,Urban Gears Dealers
TX07691884,BR0001,DLR0004,Ren-M128,1289401,3,DT02289,24,4,2023,Brakes,AC Cars Motors,Messerschmitt Motors
TX07691885,BR0009,DLR0015,Hon-M218,232055,1,DT01710,10,6,2023,Seats,Fusion Car Center,Vroom Auto Sales
TX07691886,BR0014,DLR0013,Hon-M218,983248,5,DT01081,18,11,2020,Steering,Elite Drive Showroom,Momentum Car Hub
TX07691887,BR0007,DLR0010,Tat-M188,537919,3,DT02718,15,11,2023,Brakes,Crestline Motors,DriveMax Motors
TX07691888,BR0009,DLR0026,Ren-M128,201999,5,DT02371,5,6,2020,Brakes,Fusion Car Center,Urban Gears Dealers
TX07691889,BR0012,DLR0010,Hon-M218,1640367,5,DT00494,16,7,2021,Engine,Falcon Auto Sales,DriveMax Motors
TX07691890,BR0006,DLR0015,BMW-M1,1181106,5,DT01738,24,11,2019,Steering,Zenith Auto Hub,Vroom Auto Sales
TX07691891,BR0016,DLR0011,Hon-M218,190957,3,DT01300,12,7,2021,Steering,BlueSky Car Lounge,Grand Auto Plaza
TX07691892,BR0001,DLR0023,Tat-M188,1995334,2,DT04077,14,7,2021,Steering,AC Cars Motors,Legendary Auto Group
TX07691893,BR0014,DLR0016,Hyu-M158,1417543,3,DT02691,13,5,2019,Tyres,Elite Drive Showroom,Royal Wheels Dealership
TX07691894,BR0008,DLR0013,Ren-M128,180203,1,DT03699,16,8,2021,Tyres,Redline Auto Zone,Momentum Car Hub
TX07691895,BR0008,DLR0018,Ren-M128,61848,5,DT03728,23,8,2019,Seats,Redline Auto Zone,Ignite Motors
TX07691896,BR0009,DLR0014,Ren-M128,1846212,5,DT00142,2,1,2022,Steering,Fusion Car Center,TrueMotion Dealers
TX07691897,BR0012,DLR0010,Hyu-M158,746112,5,DT02936,11,7,2021,Tyres,Falcon Auto Sales,DriveMax Motors
TX07691898,BR0005,DLR0002,Tat-M188,878039,2,DT01886,8,5,2022,Engine,Imperial Auto House,Subaru Motors
TX07691899,BR0016,DLR0013,Hon-M218,1454693,2,DT01110,16,7,2022,Tyres,BlueSky Car Lounge,Momentum Car Hub
TX07691900,BR0012,DLR0008,BMW-M1,1319850,1,DT01041,6,10,2020,Steering,Falcon Auto Sales,AutoNova Sales
TX07691901,BR0003,DLR0005,Hon-M218,1047385,4,DT00709,8,5,2019,Seats,Wiesmann Motors,Prestige Auto Dealers
TX07691902,BR0016,DLR0026,Tat-M188,182565,2,DT01358,24,5,2022,Tyres,BlueSky Car Lounge,Urban Gears Dealers
TX07691903,BR0011,DLR0022,Ren-M128,1329475,5,DT03216,13,8,2023,Seats,Glide Motors,Skyline Wheels
TX07691904,BR0003,DLR0028,Tat-M188,743359,1,DT01938,5,10,2022,Engine,Wiesmann Motors,Autograph Motors
TX07691905,BR0011,DLR0017,Hon-M218,1426044,3,DT03086,16,8,2022,Engine,Glide Motors,Nimbus Motors
TX07691906,BR0002,DLR0023,Ren-M128,1217093,2,DT02124,8,11,2020,Brakes,Deccan Motors,Legendary Auto Group
