Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX06043555,BR0004,DLR0030,BMW-M1,1879667,2,DT03569,25,9,2021,Steering,Velocity Auto Mall,Pulse Car Hub
TX06043556,BR0009,DLR0026,Ren-M128,1849763,2,DT02941,27,9,2020,Tyres,Fusion Car Center,Urban Gears Dealers
TX06043557,BR0014,DLR0022,Tat-M188,1537267,2,DT00441,20,12,2021,Brakes,Elite Drive Showroom,Skyline Wheels
TX06043558,BR0003,DLR0026,Ren-M128,1309470,2,DT04029,2,3,2019,Brakes,Wiesmann Motors,Urban Gears Dealers
TX06043559,BR0008,DLR0003,BMW-M1,1446017,5,DT03740,9,5,2019,Tyres,Redline Auto Zone,Saab Motors
TX06043560,BR0015,DLR0030,Hon-M218,188602,5,DT02678,7,2,2020,Engine,Torque Wheel Motors,Pulse Car Hub
TX06043561,BR0006,DLR0010,Hyu-M158,1331129,3,DT02876,12,1,2021,Engine,Zenith Auto Hub,DriveMax Motors
TX06043562,BR0010,DLR0018,Ren-M128,1738520,5,DT04763,15,4,2023,Tyres,Nexa Auto Gallery,Ignite Motors
TX06043563,BR0002,DLR0025,Hyu-M158,1626564,5,DT01214,16,9,2021,Tyres,Deccan Motors,Revo Auto Partners
TX06043564,BR0005,DLR0013,Tat-M188,172019,4,DT00124,6,4,2020,Tyres,Imperial Auto House,Momentum Car Hub
TX06043565,BR0008,DLR0004,Tat-M188,1275692,2,DT01945,2,6,2020,Brakes,Redline Auto Zone,Messerschmitt Motors
TX06043566,BR0001,DLR0025,BMW-M1,59054,2,DT00480,3,9,2023,Brakes,AC Cars Motors,Revo Auto Partners
TX06043567,BR0014,DLR0016,Hyu-M158,1688294,2,DT03055,15,11,2022,Engine,Elite Drive Showroom,Royal Wheels Dealership
TX06043568,BR0012,DLR0027,Ren-M128,1565919,5,DT03961,2,7,2020,Steering,Falcon Auto Sales,DriveIQ Showroom
TX06043569,BR0011,DLR0007,Ren-M128,995644,2,DT00884,7,7,2020,Seats,Glide Motors,Torque Traders
TX06043570,BR0011,DLR0015,Tat-M188,537287,3,DT01003,24,6,2020,Seats,Glide Motors,Vroom Auto Sales
