Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX03479623,BR0016,DLR0004,Tat-M188,791842,3,DT02353,18,10,2020,Seats,BlueSky Car Lounge,Messerschmitt Motors
TX03479624,BR0008,DLR0005,Tat-M188,831642,2,DT02951,17,4,2022,Seats,Redline Auto Zone,Prestige Auto Dealers
TX03479625,BR0009,DLR0002,Hon-M218,1375140,5,DT00004,21,9,2020,Tyres,Fusion Car Center,Subaru Motors
TX03479626,BR0009,DLR0015,Ren-M128,1556108,3,DT03473,10,9,2021,Brakes,Fusion Car Center,Vroom Auto Sales
TX03479627,BR0014,DLR0028,Ren-M128,437024,1,DT02257,13,9,2023,Steering,Elite Drive Showroom,Autograph Motors
TX03479628,BR0011,DLR0019,Ren-M128,462060,3,DT02149,18,2,2021,Tyres,Glide Motors,Fusion AutoPoint
TX03479629,BR0014,DLR0013,Tat-M188,1335213,3,DT01665,27,7,2019,Brakes,Elite Drive Showroom,Momentum Car Hub
TX03479630,BR0004,DLR0026,Hon-M218,639958,2,DT01067,2,8,2020,Tyres,Velocity Auto Mall,Urban Gears Dealers
TX03479631,BR0004,DLR0007,Tat-M188,1539392,2,DT03141,9,7,2019,Tyres,Velocity Auto Mall,Torque Traders
TX03479632,BR0014,DLR0024,Hyu-M158,1437439,1,DT04472,23,2,2022,Steering,Elite Drive Showroom,Orbit Auto Dealers
TX03479633,BR0008,DLR0013,Ren-M128,1747531,3,DT00595,4,7,2019,Seats,Redline Auto Zone,Momentum Car Hub
TX03479634,BR0013,DLR0008,Hyu-M158,451147,1,DT03179,15,2,2023,Steering,Trinity Auto World,AutoNova Sales
TX03479635,BR0006,DLR0004,Ren-M128,1107022,2,DT01585,17,11,2022,Seats,Zenith Auto Hub,Messerschmitt Motors
TX03479636,BR0002,DLR0021,Hyu-M158,1057674,5,DT02244,20,2,2020,Tyres,Deccan Motors,Cityscape Dealers
TX03479637,BR0002,DLR0024,Hon-M218,1204038,2,DT03320,14,2,2019,Seats,Deccan Motors,Orbit Auto Dealers
TX03479638,BR0002,DLR0030,Hyu-M158,1618895,5,DT01684,17,12,2022,Engine,Deccan Motors,Pulse Car Hub
TX03479639,BR0011,DLR0017,Tat-M188,613473,4,DT01258,11,11,2022,Brakes,Glide Motors,Nimbus Motors
TX03479640,BR0011,DLR0022,BMW-M1,1520626,1,DT01172,14,6,2019,Brakes,Glide Motors,Skyline Wheels
TX03479641,BR0009,DLR0028,BMW-M1,909423,2,DT03417,7,6,2022,Engine,Fusion Car Center,Autograph Motors
TX03479642,BR0006,DLR0011,Ren-M128,1136593,3,DT04324,2,12,2022,Steering,Zenith Auto Hub,Grand Auto Plaza
TX03479643,BR0010,DLR0020,Hyu-M158,1293291,1,DT04495,4,7,2023,Engine,Nexa Auto Gallery,HyperDrive Car Trade
TX03479644,BR0015,DLR0001,Hon-M218,567802,3,DT03754,2,11,2021,Engine,Torque Wheel Motors,AC Cars Motors
TX03479645,BR0003,DLR0010,Ren-M128,236515,2,DT02242,2,6,2019,Tyres,Wiesmann Motors,DriveMax Motors
TX03479646,BR0001,DLR0020,Hyu-M158,220553,2,DT01029,12,6,2019,Brakes,AC Cars Motors,HyperDrive Car Trade
TX03479647,BR0015,DLR0010,Tat-M188,1360364,1,DT04319,22,2,2019,Brakes,Torque Wheel Motors,DriveMax Motors
TX03479648,BR0008,DLR0007,Hyu-M158,1564419,1,DT04226,4,3,2022,Seats,Redline Auto Zone,Torque Traders
TX03479649,BR0015,DLR0018,BMW-M1,457003,1,DT01784,11,5,2023,Brakes,Torque Wheel Motors,Ignite Motors
TX03479650,BR0005,DLR0007,Hon-M218,1769838,3,DT03151,16,4,2023,Tyres,Imperial Auto House,Torque Traders
TX03479651,BR0006,DLR0023,Ren-M128,1421075,1,DT00071,6,9,2022,Tyres,Zenith Auto Hub,Legendary Auto Group
TX03479652,BR0007,DLR0002,Ren-M128,812223,1,DT00377,7,3,2019,Seats,Crestline Motors,Subaru Motors
TX03479653,BR0002,DLR0009,Hyu-M158,857698,1,DT00804,6,2,2020,Seats,Deccan Motors,PrimeDrive Dealership
TX03479654,BR0009,DLR0008,Hyu-M158,1634173,3,DT01868,17,8,2019,Tyres,Fusion Car Center,AutoNova Sales
TX03479655,BR0010,DLR0005,Ren-M128,1083798,2,DT04487,10,5,2019,Engine,Nexa Auto Gallery,Prestige Auto Dealers
TX03479656,BR0015,DLR0019,Tat-M188,1715009,4,DT01944,4,5,2021,Engine,Torque Wheel Motors,Fusion AutoPoint
TX03479657,BR0014,DLR0026,Ren-M128,692028,3,DT02542,23,10,2022,Brakes,Elite Drive Showroom,Urban Gears Dealers
TX03479658,BR0003,DLR0013,BMW-M1,378196,4,DT00426,3,9,2022,Tyres,Wiesmann Motors,Momentum Car Hub
TX03479659,BR0015,DLR0001,Tat-M188,1384932,3,DT00603,18,6,2019,Brakes,Torque Wheel Motors,AC Cars Motors
TX03479660,BR0014,DLR0002,BMW-M1,107567,5,DT04490,24,2,2019,Seats,Elite Drive Showroom,Subaru Motors
TX03479661,BR0006,DLR0023,Tat-M188,422544,4,DT04561,16,11,2021,Seats,Zenith Auto Hub,Legendary Auto Group
TX03479662,BR0016,DLR0019,Hon-M218,715766,1,DT03113,4,12,2023,Engine,BlueSky Car Lounge,Fusion AutoPoint
TX03479663,BR0004,DLR0026,BMW-M1,1331233,4,DT00160,11,2,2019,Tyres,Velocity Auto Mall,Urban Gears Dealers
TX03479664,BR0009,DLR0010,Ren-M128,1844393,5,DT04324,21,8,2020,Steering,Fusion Car Center,DriveMax Motors
TX03479665,BR0013,DLR0003,BMW-M1,1112905,1,DT00398,7,4,2021,Steering,Trinity Auto World,Saab Motors
TX03479666,BR0011,DLR0007,Tat-M188,1387480,2,DT00574,16,3,2019,Brakes,Glide Motors,Torque Traders
TX03479667,BR0006,DLR0004,Ren-M128,1899318,2,DT02749,28,11,2020,Steering,Zenith Auto Hub,Messerschmitt Motors
TX03479668,BR0007,DLR0029,Ren-M128,698872,4,DT02847,25,11,2021,Steering,Crestline Motors,Trailblazer Auto
TX03479669,BR0015,DLR0021,Ren-M128,26112,2,DT04168,14,6,2023,Seats,Torque Wheel Motors,Cityscape Dealers
TX03479670,BR0016,DLR0019,Hon-M218,1772235,4,DT00293,18,11,2020,Brakes,BlueSky Car Lounge,Fusion AutoPoint
TX03479671,BR0003,DLR0013,Ren-M128,538664,4,DT04592,17,7,2022,Engine,Wiesmann Motors,Momentum Car Hub
TX03479672,BR0007,DLR0012,BMW-M1,1682043,3,DT03412,10,10,2020,Brakes,Crestline Motors,Axis AutoMart
TX03479673,BR0012,DLR0026,Hyu-M158,1523313,5,DT01142,18,3,2021,Tyres,Falcon Auto Sales,Urban Gears Dealers
TX03479674,BR0009,DLR0026,Tat-M188,1243740,1,DT01537,21,9,2022,Brakes,Fusion Car Center,Urban Gears Dealers
TX03479675,BR0016,DLR0010,Hon-M218,1290072,5,DT00026,18,10,2023,Tyres,BlueSky Car Lounge,DriveMax Motors
TX03479676,BR0005,DLR0011,BMW-M1,383541,4,DT03261,1,11,2023,Tyres,Imperial Auto House,Grand Auto Plaza
TX03479677,BR0009,DLR0001,Tat-M188,1053758,2,DT01594,24,7,2021,Brakes,Fusion Car Center,AC Cars Motors
TX03479678,BR0013,DLR0028,BMW-M1,784182,4,DT04285,23,12,2022,Steering,Trinity Auto World,Autograph Motors
TX03479679,BR0015,DLR0029,Hyu-M158,244874,1,DT04257,22,12,2022,Brakes,Torque Wheel Motors,Trailblazer Auto
