Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX14651041,BR0011,DLR0016,Hyu-M158,907828,3,DT02364,25,6,2020,Steering,Glide Motors,Royal Wheels Dealership
TX14651042,BR0007,DLR0012,Hon-M218,908068,1,DT00691,28,9,2019,Brakes,Crestline Motors,Axis AutoMart
TX14651043,BR0005,DLR0009,Hon-M218,1293175,1,DT03633,20,7,2019,Engine,Imperial Auto House,PrimeDrive Dealership
TX14651044,BR0003,DLR0026,Hyu-M158,1753075,3,DT00409,17,3,2020,Brakes,Wiesmann Motors,Urban Gears Dealers
TX14651045,BR0002,DLR0016,Hyu-M158,1006433,5,DT02876,10,12,2020,Steering,Deccan Motors,Royal Wheels Dealership
TX14651046,BR0003,DLR0018,Tat-M188,12228,5,DT02418,2,9,2021,Engine,Wiesmann Motors,Ignite Motors
TX14651047,BR0004,DLR0003,Hon-M218,1677805,5,DT04054,22,12,2019,Brakes,Velocity Auto Mall,Saab Motors
TX14651048,BR0008,DLR0028,BMW-M1,1182329,2,DT01939,27,12,2023,Engine,Redline Auto Zone,Autograph Motors
TX14651049,BR0004,DLR0022,Tat-M188,1923115,4,DT02844,26,3,2019,Steering,Velocity Auto Mall,Skyline Wheels
TX14651050,BR0012,DLR0024,Hyu-M158,1596213,2,DT04685,28,11,2022,Steering,Falcon Auto Sales,Orbit Auto Dealers
TX14651051,BR0012,DLR0006,Hon-M218,633662,5,DT01559,24,4,2021,Steering,Falcon Auto Sales,EcoDrive Dealership
TX14651052,BR0013,DLR0006,Ren-M128,1365259,2,DT01865,23,9,2021,Seats,Trinity Auto World,EcoDrive Dealership
TX14651053,BR0009,DLR0025,Hon-M218,1059251,5,DT00792,18,7,2019,Steering,Fusion Car Center,Revo Auto Partners
TX14651054,BR0004,DLR0030,Hyu-M158,1040409,3,DT02499,8,5,2021,Brakes,Velocity Auto Mall,Pulse Car Hub
TX14651055,BR0004,DLR0008,Tat-M188,1173705,2,DT03724,26,4,2020,Brakes,Velocity Auto Mall,AutoNova Sales
TX14651056,BR0001,DLR0012,Ren-M128,1577309,5,DT01705,22,9,2019,Tyres,AC Cars Motors,Axis AutoMart
TX14651057,BR0005,DLR0004,Hon-M218,730478,5,DT01650,12,11,2021,Tyres,Imperial Auto House,Messerschmitt Motors
TX14651058,BR0010,DLR0009,Tat-M188,1529983,5,DT03551,12,7,2023,Engine,Nexa Auto Gallery,PrimeDrive Dealership
TX14651059,BR0014,DLR0003,Ren-M128,1091963,2,DT00160,18,2,2023,Brakes,Elite Drive Showroom,Saab Motors
TX14651060,BR0012,DLR0009,Hon-M218,1252776,1,DT03079,7,5,2021,Engine,Falcon Auto Sales,PrimeDrive Dealership
TX14651061,BR0005,DLR0015,Tat-M188,1435037,5,DT01164,15,3,2021,Engine,Imperial Auto House,Vroom Auto Sales
TX14651062,BR0004,DLR0018,Hyu-M158,1733660,1,DT01892,18,1,2020,Steering,Velocity Auto Mall,Ignite Motors
TX14651063,BR0013,DLR0030,Hyu-M158,1694927,4,DT03668,27,12,2021,Brakes,Trinity Auto World,Pulse Car Hub
TX14651064,BR0015,DLR0017,Ren-M128,922589,2,DT02337,26,7,2019,Steering,Torque Wheel Motors,Nimbus Motors
TX14651065,BR0015,DLR0011,Tat-M188,189734,4,DT02731,14,3,2020,Engine,Torque Wheel Motors,Grand Auto Plaza
TX14651066,BR0015,DLR0022,Tat-M188,858320,2,DT04982,17,12,2021,Brakes,Torque Wheel Motors,Skyline Wheels
TX14651067,BR0003,DLR0023,BMW-M1,1434908,2,DT01335,13,5,2022,Tyres,Wiesmann Motors,Legendary Auto Group
TX14651068,BR0001,DLR0010,Hyu-M158,1564860,4,DT00339,7,5,2021,Engine,AC Cars Motors,DriveMax Motors
TX14651069,BR0014,DLR0007,Hyu-M158,1554809,1,DT01080,6,6,2019,Seats,Elite Drive Showroom,Torque Traders
TX14651070,BR0003,DLR0014,BMW-M1,159935,5,DT02134,20,1,2023,Engine,Wiesmann Motors,TrueMotion Dealers
TX14651071,BR0012,DLR0025,Tat-M188,72524,5,DT00835,28,7,2020,Steering,Falcon Auto Sales,Revo Auto Partners
TX14651072,BR0006,DLR0022,Tat-M188,783660,3,DT01522,27,8,2021,Tyres,Zenith Auto Hub,Skyline Wheels
TX14651073,BR0011,DLR0020,Ren-M128,1657427,2,DT00512,20,4,2022,Brakes,Glide Motors,HyperDrive Car Trade
TX14651074,BR0005,DLR0023,Ren-M128,583689,3,DT00091,16,10,2020,Seats,Imperial Auto House,Legendary Auto Group
TX14651075,BR0013,DLR0010,Tat-M188,768861,1,DT00881,20,10,2023,Brakes,Trinity Auto World,DriveMax Motors
TX14651076,BR0008,DLR0021,Hon-M218,28068,1,DT03432,5,11,2022,Engine,Redline Auto Zone,Cityscape Dealers
TX14651077,BR0006,DLR0001,Hon-M218,1970647,1,DT03057,14,6,2022,Brakes,Zenith Auto Hub,AC Cars Motors
TX14651078,BR0015,DLR0019,Hyu-M158,1695155,3,DT03453,6,10,2020,Seats,Torque Wheel Motors,Fusion AutoPoint
TX14651079,BR0001,DLR0001,BMW-M1,727639,2,DT02697,11,10,2022,Seats,AC Cars Motors,AC Cars Motors
TX14651080,BR0016,DLR0026,BMW-M1,158346,3,DT04976,10,10,2022,Brakes,BlueSky Car Lounge,Urban Gears Dealers
TX14651081,BR0007,DLR0003,Hyu-M158,1389296,1,DT03537,28,7,2020,Tyres,Crestline Motors,Saab Motors
TX14651082,BR0015,DLR0022,Hyu-M158,1787467,1,DT03996,15,8,2020,Tyres,Torque Wheel Motors,Skyline Wheels
TX14651083,BR0007,DLR0016,Ren-M128,158893,5,DT01647,17,10,2020,Brakes,Crestline Motors,Royal Wheels Dealership
TX14651084,BR0001,DLR0007,Tat-M188,182720,2,DT03159,2,8,2022,Engine,AC Cars Motors,Torque Traders
