Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX12819661,BR0012,DLR0018,Tat-M188,260980,2,DT03260,18,1,2021,Brakes,Falcon Auto Sales,Ignite Motors
TX12819662,BR0013,DLR0028,BMW-M1,1213769,1,DT04439,11,3,2020,Tyres,Trinity Auto World,Autograph Motors
TX12819663,BR0004,DLR0030,Hyu-M158,1693404,3,DT00962,27,10,2021,Engine,Velocity Auto Mall,Pulse Car Hub
TX12819664,BR0015,DLR0010,BMW-M1,70729,1,DT04464,11,2,2019,Tyres,Torque Wheel Motors,DriveMax Motors
TX12819665,BR0011,DLR0001,Ren-M128,1310607,4,DT01772,10,7,2022,Brakes,Glide Motors,AC Cars Motors
TX12819666,BR0006,DLR0010,Ren-M128,1062277,3,DT01873,28,12,2021,Steering,Zenith Auto Hub,DriveMax Motors
TX12819667,BR0013,DLR0003,Ren-M128,686522,4,DT03193,25,11,2020,Seats,Trinity Auto World,Saab Motors
TX12819668,BR0002,DLR0029,Ren-M128,492812,1,DT01683,14,2,2021,Brakes,Deccan Motors,Trailblazer Auto
TX12819669,BR0015,DLR0018,Tat-M188,179114,5,DT03825,16,8,2022,Tyres,Torque Wheel Motors,Ignite Motors
TX12819670,BR0003,DLR0006,Hyu-M158,1014192,2,DT00910,11,7,2022,Brakes,Wiesmann Motors,EcoDrive Dealership
TX12819671,BR0005,DLR0021,Ren-M128,945778,2,DT02569,6,9,2023,Engine,Imperial Auto House,Cityscape Dealers
TX12819672,BR0006,DLR0027,Ren-M128,679784,4,DT01940,4,8,2022,Brakes,Zenith Auto Hub,DriveIQ Showroom
TX12819673,BR0006,DLR0022,Ren-M128,786206,5,DT04568,19,5,2022,Brakes,Zenith Auto Hub,Skyline Wheels
TX12819674,BR0013,DLR0027,Hyu-M158,543937,4,DT01093,27,4,2021,Seats,Trinity Auto World,DriveIQ Showroom
TX12819675,BR0006,DLR0023,Hyu-M158,1154049,1,DT04368,23,4,2021,Brakes,Zenith Auto Hub,Legendary Auto Group
TX12819676,BR0016,DLR0021,Hon-M218,238063,3,DT03214,24,8,2020,Tyres,BlueSky Car Lounge,Cityscape Dealers
TX12819677,BR0007,DLR0030,BMW-M1,1011527,4,DT00205,9,3,2020,Brakes,Crestline Motors,Pulse Car Hub
TX12819678,BR0014,DLR0024,BMW-M1,1785599,1,DT00623,1,1,2020,Brakes,Elite Drive Showroom,Orbit Auto Dealers
TX12819679,BR0003,DLR0001,Ren-M128,1801036,1,DT04485,17,10,2019,Tyres,Wiesmann Motors,AC Cars Motors
TX12819680,BR0012,DLR0030,BMW-M1,1360121,1,DT03409,7,6,2023,Tyres,Falcon Auto Sales,Pulse Car Hub
TX12819681,BR0001,DLR0017,Ren-M128,832092,2,DT04132,26,7,2020,Steering,AC Cars Motors,Nimbus Motors
TX12819682,BR0003,DLR0015,Hyu-M158,1097023,4,DT03641,5,9,2022,Tyres,Wiesmann Motors,Vroom Auto Sales
TX12819683,BR0016,DLR0019,Hon-M218,1382944,3,DT01814,3,5,2020,Tyres,BlueSky Car Lounge,Fusion AutoPoint
TX12819684,BR0004,DLR0015,Hyu-M158,651807,2,DT03036,7,1,2023,Engine,Velocity Auto Mall,Vroom Auto Sales
TX12819685,BR0008,DLR0013,Hyu-M158,781779,5,DT03474,27,9,2023,Seats,Redline Auto Zone,Momentum Car Hub
TX12819686,BR0002,DLR0024,Hyu-M158,1136758,4,DT03329,5,9,2019,Steering,Deccan Motors,Orbit Auto Dealers
TX12819687,BR0006,DLR0029,Tat-M188,769756,1,DT00797,28,2,2022,Brakes,Zenith Auto Hub,Trailblazer Auto
TX12819688,BR0012,DLR0011,BMW-M1,588915,2,DT02039,6,5,2019,Tyres,Falcon Auto Sales,Grand Auto Plaza
