Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX10072591,BR0003,DLR0023,Hon-M218,1279839,1,DT03288,18,5,2020,Tyres,Wiesmann Motors,Legendary Auto Group
TX10072592,BR0008,DLR0004,Hon-M218,1664636,3,DT00018,19,12,2023,Brakes,Redline Auto Zone,Messerschmitt Motors
TX10072593,BR0013,DLR0005,BMW-M1,1883357,2,DT00138,1,9,2019,Engine,Trinity Auto World,Prestige Auto Dealers
TX10072594,BR0001,DLR0018,Tat-M188,1076686,2,DT00015,7,2,2020,Engine,AC Cars Motors,Ignite Motors
TX10072595,BR0011,DLR0018,Tat-M188,1642640,2,DT04184,25,9,2019,Seats,Glide Motors,Ignite Motors
TX10072596,BR0006,DLR0002,Tat-M188,1583225,2,DT02997,3,7,2021,Brakes,Zenith Auto Hub,Subaru Motors
TX10072597,BR0012,DLR0022,Hyu-M158,625463,4,DT01881,15,2,2021,Steering,Falcon Auto Sales,Skyline Wheels
TX10072598,BR0007,DLR0029,Tat-M188,1024539,1,DT02800,3,2,2022,Steering,Crestline Motors,Trailblazer Auto
TX10072599,BR0008,DLR0018,Hon-M218,1729922,1,DT04503,7,5,2021,Tyres,Redline Auto Zone,Ignite Motors
TX10072600,BR0003,DLR0006,Hon-M218,1049780,2,DT01273,18,4,2022,Steering,Wiesmann Motors,EcoDrive Dealership
TX10072601,BR0005,DLR0009,Ren-M128,1251618,4,DT01055,13,5,2020,Steering,Imperial Auto House,PrimeDrive Dealership
TX10072602,BR0010,DLR0024,Ren-M128,1241096,5,DT00561,20,10,2022,Engine,Nexa Auto Gallery,Orbit Auto Dealers
TX10072603,BR0008,DLR0026,Tat-M188,1893735,3,DT03773,28,3,2019,Tyres,Redline Auto Zone,Urban Gears Dealers
TX10072604,BR0001,DLR0019,Ren-M128,423727,4,DT02127,18,10,2022,Seats,AC Cars Motors,Fusion AutoPoint
TX10072605,BR0001,DLR0021,Hyu-M158,1667297,4,DT00517,15,5,2019,Seats,AC Cars Motors,Cityscape Dealers
TX10072606,BR0011,DLR0004,Tat-M188,616481,5,DT00210,13,7,2019,Engine,Glide Motors,Messerschmitt Motors
TX10072607,BR0013,DLR0009,BMW-M1,480423,5,DT02559,22,2,2021,Engine,Trinity Auto World,PrimeDrive Dealership
TX10072608,BR0009,DLR0012,Tat-M188,833859,4,DT03488,16,12,2020,Brakes,Fusion Car Center,Axis AutoMart
TX10072609,BR0015,DLR0021,BMW-M1,853460,1,DT04375,1,2,2021,Steering,Torque Wheel Motors,Cityscape Dealers
