Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX12270247,BR0006,DLR0002,BMW-M1,359058,3,DT04003,16,9,2019,Seats,Zenith Auto Hub,Subaru Motors
TX12270248,BR0006,DLR0009,Ren-M128,734282,1,DT03634,28,9,2023,Seats,Zenith Auto Hub,PrimeDrive Dealership
TX12270249,BR0008,DLR0026,BMW-M1,858334,5,DT03347,23,3,2020,Steering,Redline Auto Zone,Urban Gears Dealers
TX12270250,BR0009,DLR0013,Hyu-M158,1509269,4,DT03255,7,3,2020,Engine,Fusion Car Center,Momentum Car Hub
TX12270251,BR0014,DLR0003,Ren-M128,68534,2,DT00084,10,1,2022,Engine,Elite Drive Showroom,Saab Motors
TX12270252,BR0009,DLR0028,Ren-M128,1081314,4,DT01429,19,7,2021,Brakes,Fusion Car Center,Autograph Motors
TX12270253,BR0011,DLR0013,Ren-M128,1152225,4,DT00254,22,9,2021,Tyres,Glide Motors,Momentum Car Hub
TX12270254,BR0010,DLR0008,Hyu-M158,1741680,4,DT01855,6,11,2021,Seats,Nexa Auto Gallery,AutoNova Sales
TX12270255,BR0006,DLR0013,Ren-M128,1708450,3,DT01595,28,11,2023,Engine,Zenith Auto Hub,Momentum Car Hub
TX12270256,BR0002,DLR0024,Hyu-M158,473808,3,DT00336,21,11,2021,Seats,Deccan Motors,Orbit Auto Dealers
TX12270257,BR0013,DLR0024,Hyu-M158,492762,4,DT01305,28,3,2020,Steering,Trinity Auto World,Orbit Auto Dealers
TX12270258,BR0006,DLR0028,Hon-M218,1816468,2,DT00240,20,11,2019,Steering,Zenith Auto Hub,Autograph Motors
TX12270259,BR0012,DLR0001,BMW-M1,1275796,3,DT04821,23,9,2019,Engine,Falcon Auto Sales,AC Cars Motors
TX12270260,BR0016,DLR0021,Tat-M188,1951462,1,DT02776,9,5,2022,Brakes,BlueSky Car Lounge,Cityscape Dealers
TX12270261,BR0013,DLR0010,Hon-M218,1858292,1,DT03592,17,7,2023,Brakes,Trinity Auto World,DriveMax Motors
