Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX19412629,BR0012,DLR0008,Hon-M218,90025,3,DT01041,28,12,2021,Brakes,Falcon Auto Sales,AutoNova Sales
TX19412630,BR0008,DLR0013,Hyu-M158,950879,4,DT00440,19,4,2021,Engine,Redline Auto Zone,Momentum Car Hub
TX19412631,BR0016,DLR0007,Hon-M218,1063163,5,DT03252,11,1,2022,Tyres,BlueSky Car Lounge,Torque Traders
TX19412632,BR0012,DLR0030,BMW-M1,1757800,1,DT03468,10,11,2022,Brakes,Falcon Auto Sales,Pulse Car Hub
TX19412633,BR0007,DLR0016,Tat-M188,1874721,5,DT04302,4,1,2020,Seats,Crestline Motors,Royal Wheels Dealership
TX19412634,BR0011,DLR0012,Hon-M218,1691334,2,DT04405,2,9,2020,Tyres,Glide Motors,Axis AutoMart
TX19412635,BR0010,DLR0002,Tat-M188,560887,3,DT00985,13,2,2021,Tyres,Nexa Auto Gallery,Subaru Motors
TX19412636,BR0005,DLR0013,Hon-M218,573736,2,DT02029,11,6,2023,Seats,Imperial Auto House,Momentum Car Hub
TX19412637,BR0005,DLR0016,BMW-M1,1206318,2,DT04131,17,8,2020,Steering,Imperial Auto House,Royal Wheels Dealership
TX19412638,BR0004,DLR0006,BMW-M1,180045,4,DT01105,20,2,2020,Seats,Velocity Auto Mall,EcoDrive Dealership
TX19412639,BR0014,DLR0015,Hon-M218,511137,4,DT00252,12,11,2022,Tyres,Elite Drive Showroom,Vroom Auto Sales
TX19412640,BR0005,DLR0010,BMW-M1,1604455,1,DT02617,5,1,2022,Brakes,Imperial Auto House,DriveMax Motors
TX19412641,BR0001,DLR0015,Hon-M218,317883,4,DT00096,15,3,2019,Seats,AC Cars Motors,Vroom Auto Sales
TX19412642,BR0005,DLR0015,BMW-M1,888105,1,DT04887,1,1,2022,Steering,Imperial Auto House,Vroom Auto Sales
TX19412643,BR0015,DLR0007,BMW-M1,1948895,3,DT02642,24,12,2020,Tyres,Torque Wheel Motors,Torque Traders
TX19412644,BR0009,DLR0023,Hon-M218,1762479,2,DT01051,28,7,2022,Seats,Fusion Car Center,Legendary Auto Group
