Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX17031835,BR0001,DLR0018,Ren-M128,1129649,2,DT02300,21,5,2019,Brakes,AC Cars Motors,Ignite Motors
TX17031836,BR0002,DLR0002,Hon-M218,1282303,3,DT02832,1,9,2022,Steering,Deccan Motors,Subaru Motors
TX17031837,BR0012,DLR0017,Tat-M188,758735,4,DT00008,27,10,2020,Brakes,Falcon Auto Sales,Nimbus Motors
TX17031838,BR0004,DLR0019,Hyu-M158,818087,5,DT02777,16,12,2019,Brakes,Velocity Auto Mall,Fusion AutoPoint
TX17031839,BR0002,DLR0026,BMW-M1,1375876,4,DT02016,15,4,2020,Tyres,Deccan Motors,Urban Gears Dealers
TX17031840,BR0007,DLR0026,Ren-M128,371615,3,DT04475,28,2,2020,Steering,Crestline Motors,Urban Gears Dealers
TX17031841,BR0003,DLR0023,Hon-M218,1019575,4,DT04873,20,4,2022,Brakes,Wiesmann Motors,Legendary Auto Group
TX17031842,BR0013,DLR0017,BMW-M1,501508,5,DT00370,21,3,2023,Brakes,Trinity Auto World,Nimbus Motors
TX17031843,BR0015,DLR0004,Hyu-M158,803657,2,DT04776,28,8,2021,Engine,Torque Wheel Motors,Messerschmitt Motors
TX17031844,BR0009,DLR0030,Hyu-M158,565949,3,DT03634,24,12,2021,Seats,Fusion Car Center,Pulse Car Hub
TX17031845,BR0007,DLR0003,BMW-M1,1716190,1,DT03338,7,5,2023,Steering,Crestline Motors,Saab Motors
TX17031846,BR0015,DLR0013,Hyu-M158,76895,2,DT04373,8,3,2023,Brakes,Torque Wheel Motors,Momentum Car Hub
TX17031847,BR0009,DLR0014,Hyu-M158,1645102,1,DT02363,23,7,2020,Engine,Fusion Car Center,TrueMotion Dealers
TX17031848,BR0012,DLR0015,BMW-M1,1899404,2,DT01575,27,7,2020,Steering,Falcon Auto Sales,Vroom Auto Sales
TX17031849,BR0004,DLR0016,BMW-M1,1601500,5,DT01195,24,6,2020,Engine,Velocity Auto Mall,Royal Wheels Dealership
TX17031850,BR0003,DLR0029,BMW-M1,733935,1,DT01522,5,11,2021,Engine,Wiesmann Motors,Trailblazer Auto
TX17031851,BR0009,DLR0008,BMW-M1,1488290,5,DT03862,8,8,2021,Tyres,Fusion Car Center,AutoNova Sales
TX17031852,BR0004,DLR0027,Hon-M218,547078,5,DT02089,3,3,2019,Steering,Velocity Auto Mall,DriveIQ Showroom
TX17031853,BR0016,DLR0023,Hyu-M158,851936,1,DT04021,24,5,2022,Brakes,BlueSky Car Lounge,Legendary Auto Group
TX17031854,BR0005,DLR0029,Hyu-M158,976242,1,DT03102,2,4,2020,Tyres,Imperial Auto House,Trailblazer Auto
TX17031855,BR0014,DLR0007,Ren-M128,1470788,1,DT01002,20,10,2019,Seats,Elite Drive Showroom,Torque Traders
TX17031856,BR0008,DLR0011,Hon-M218,179834,5,DT00546,10,4,2020,Steering,Redline Auto Zone,Grand Auto Plaza
TX17031857,BR0010,DLR0010,Hon-M218,753835,2,DT03611,13,10,2023,Steering,Nexa Auto Gallery,DriveMax Motors
TX17031858,BR0005,DLR0010,Hon-M218,1794109,1,DT01835,13,10,2023,Seats,Imperial Auto House,DriveMax Motors
TX17031859,BR0003,DLR0005,Tat-M188,71070,1,DT04850,19,1,2020,Brakes,Wiesmann Motors,Prestige Auto Dealers
TX17031860,BR0004,DLR0020,Hyu-M158,1281969,3,DT03411,13,12,2019,Engine,Velocity Auto Mall,HyperDrive Car Trade
TX17031861,BR0011,DLR0022,Tat-M188,1936411,5,DT01916,9,6,2023,Steering,Glide Motors,Skyline Wheels
TX17031862,BR0013,DLR0009,Hyu-M158,1244518,2,DT01809,22,8,2022,Engine,Trinity Auto World,PrimeDrive Dealership
TX17031863,BR0015,DLR0021,BMW-M1,1676967,5,DT01237,15,10,2021,Tyres,Torque Wheel Motors,Cityscape Dealers
TX17031864,BR0011,DLR0030,BMW-M1,824207,4,DT01708,26,6,2020,Steering,Glide Motors,Pulse Car Hub
TX17031865,BR0002,DLR0020,Hyu-M158,1099489,5,DT02546,21,3,2022,Brakes,Deccan Motors,HyperDrive Car Trade
TX17031866,BR0006,DLR0006,Hon-M218,808575,4,DT04318,5,12,2022,Steering,Zenith Auto Hub,EcoDrive Dealership
TX17031867,BR0008,DLR0012,Ren-M128,1852747,3,DT03941,13,12,2021,Steering,Redline Auto Zone,Axis AutoMart
TX17031868,BR0008,DLR0016,Hon-M218,160327,2,DT03084,28,10,2021,Steering,Redline Auto Zone,Royal Wheels Dealership
TX17031869,BR0007,DLR0027,Ren-M128,712858,4,DT00509,27,7,2022,Seats,Crestline Motors,DriveIQ Showroom
TX17031870,BR0003,DLR0029,Tat-M188,272758,3,DT00600,1,1,2020,Brakes,Wiesmann Motors,Trailblazer Auto
TX17031871,BR0012,DLR0018,Tat-M188,330650,2,DT01795,12,12,2021,Engine,Falcon Auto Sales,Ignite Motors
TX17031872,BR0009,DLR0017,BMW-M1,587533,2,DT02456,8,9,2023,Seats,Fusion Car Center,Nimbus Motors
TX17031873,BR0003,DLR0013,Tat-M188,1681516,3,DT03983,18,10,2023,Seats,Wiesmann Motors,Momentum Car Hub
TX17031874,BR0013,DLR0023,Hon-M218,38580,5,DT01110,26,7,2020,Steering,Trinity Auto World,Legendary Auto Group
TX17031875,BR0015,DLR0021,Hyu-M158,71083,5,DT03214,9,2,2020,Tyres,Torque Wheel Motors,Cityscape Dealers
TX17031876,BR0016,DLR0001,BMW-M1,1227170,5,DT01863,27,2,2020,Steering,BlueSky Car Lounge,AC Cars Motors
TX17031877,BR0004,DLR0014,Ren-M128,485223,3,DT04730,1,8,2019,Engine,Velocity Auto Mall,TrueMotion Dealers
TX17031878,BR0011,DLR0027,BMW-M1,803941,1,DT00222,2,8,2020,Brakes,Glide Motors,DriveIQ Showroom
TX17031879,BR0002,DLR0020,Hyu-M158,973413,4,DT02828,15,2,2020,Engine,Deccan Motors,HyperDrive Car Trade
