Sale_ID,Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Product_Name,BranchName,DealerName
TX09523177,BR0009,DLR0008,Hon-M218,391836,1,DT00482,15,1,2019,Tyres,Fusion Car Center,AutoNova Sales
TX09523178,BR0006,DLR0024,Hyu-M158,874316,2,DT01459,16,11,2022,Steering,Zenith Auto Hub,Orbit Auto Dealers
TX09523179,BR0009,DLR0019,Ren-M128,97970,3,DT01622,17,1,2022,Brakes,Fusion Car Center,Fusion AutoPoint
TX09523180,BR0013,DLR0029,Hon-M218,1649873,5,DT03430,7,1,2021,Steering,Trinity Auto World,Trailblazer Auto
TX09523181,BR0011,DLR0024,BMW-M1,486045,4,DT03959,27,2,2020,Engine,Glide Motors,Orbit Auto Dealers
TX09523182,BR0001,DLR0019,Tat-M188,663715,1,DT01288,18,10,2022,Steering,AC Cars Motors,Fusion AutoPoint
TX09523183,BR0014,DLR0019,Hon-M218,1818538,5,DT02689,6,12,2021,Brakes,Elite Drive Showroom,Fusion AutoPoint
TX09523184,BR0011,DLR0003,Hon-M218,1248655,2,DT00104,7,11,2020,Tyres,Glide Motors,Saab Motors
TX09523185,BR0010,DLR0006,Hon-M218,106922,1,DT02707,26,4,2019,Tyres,Nexa Auto Gallery,EcoDrive Dealership
TX09523186,BR0007,DLR0013,Hyu-M158,143910,4,DT04065,1,1,2022,Engine,Crestline Motors,Momentum Car Hub
TX09523187,BR0012,DLR0023,Tat-M188,654394,5,DT00526,28,10,2023,Brakes,Falcon Auto Sales,Legendary Auto Group
TX09523188,BR0011,DLR0012,Ren-M128,1616148,3,DT04100,21,8,2023,Tyres,Glide Motors,Axis AutoMart
TX09523189,BR0015,DLR0022,Ren-M128,913200,5,DT04401,12,2,2020,Tyres,Torque Wheel Motors,Skyline Wheels
TX09523190,BR0001,DLR0010,BMW-M1,1192226,5,DT01595,9,11,2021,Seats,AC Cars Motors,DriveMax Motors
TX09523191,BR0008,DLR0030,Tat-M188,1347699,1,DT01010,22,1,2021,Brakes,Redline Auto Zone,Pulse Car Hub
TX09523192,BR0006,DLR0025,Hyu-M158,1983048,5,DT03334,3,7,2022,Brakes,Zenith Auto Hub,Revo Auto Partners
TX09523193,BR0005,DLR0019,Ren-M128,412094,3,DT00682,26,1,2021,Engine,Imperial Auto House,Fusion AutoPoint
TX09523194,BR0005,DLR0008,Hon-M218,497336,2,DT03432,10,3,2020,Seats,Imperial Auto House,AutoNova Sales
TX09523195,BR0015,DLR0024,Ren-M128,1780406,4,DT00449,8,8,2019,Steering,Torque Wheel Motors,Orbit Auto Dealers
TX09523196,BR0013,DLR0026,Hon-M218,1975178,3,DT04832,3,2,2023,Brakes,Trinity Auto World,Urban Gears Dealers
TX09523197,BR0005,DLR0001,Ren-M128,60683,1,DT03646,7,3,2023,Steering,Imperial Auto House,AC Cars Motors
TX09523198,BR0016,DLR0028,Hyu-M158,1940517,1,DT00555,25,6,2019,Seats,BlueSky Car Lounge,Autograph Motors
TX09523199,BR0011,DLR0019,Tat-M188,773387,5,DT00841,11,4,2022,Steering,Glide Motors,Fusion AutoPoint
TX09523200,BR0006,DLR0023,Ren-M128,39766,5,DT04407,6,6,2022,Brakes,Zenith Auto Hub,Legendary Auto Group
TX09523201,BR0014,DLR0028,Hon-M218,1804542,5,DT03774,1,5,2023,Engine,Elite Drive Showroom,Autograph Motors
TX09523202,BR0009,DLR0008,BMW-M1,426278,2,DT04128,27,12,2020,Engine,Fusion Car Center,AutoNova Sales
TX09523203,BR0009,DLR0029,Ren-M128,1737291,5,DT03063,28,8,2019,Engine,Fusion Car Center,Trailblazer Auto
TX09523204,BR0001,DLR0010,Hyu-M158,956369,4,DT03119,18,7,2019,Tyres,AC Cars Motors,DriveMax Motors
TX09523205,BR0014,DLR0012,BMW-M1,147270,1,DT02694,11,11,2021,Seats,Elite Drive Showroom,Axis AutoMart
TX09523206,BR0003,DLR0027,Ren-M128,830850,2,DT00611,20,3,2023,Brakes,Wiesmann Motors,DriveIQ Showroom
TX09523207,BR0009,DLR0014,BMW-M1,1952851,4,DT04500,17,1,2023,Engine,Fusion Car Center,TrueMotion Dealers
TX09523208,BR0003,DLR0020,Hon-M218,1822301,1,DT00877,15,9,2020,Seats,Wiesmann Motors,HyperDrive Car Trade
TX09523209,BR0011,DLR0026,Hyu-M158,138097,5,DT02957,20,7,2022,Seats,Glide Motors,Urban Gears Dealers
TX09523210,BR0011,DLR0011,Tat-M188,536468,3,DT00473,21,6,2022,Tyres,Glide Motors,Grand Auto Plaza
TX09523211,BR0015,DLR0024,Tat-M188,209558,2,DT02429,4,11,2022,Engine,Torque Wheel Motors,Orbit Auto Dealers
TX09523212,BR0004,DLR0018,Hyu-M158,1562675,1,DT00149,9,12,2019,Tyres,Velocity Auto Mall,Ignite Motors
TX09523213,BR0009,DLR0012,Hon-M218,1820914,5,DT02033,2,9,2021,Seats,Fusion Car Center,Axis AutoMart
TX09523214,BR0012,DLR0007,Hyu-M158,1063949,4,DT03585,8,11,2020,Engine,Falcon Auto Sales,Torque Traders
TX09523215,BR0001,DLR0023,Tat-M188,163331,2,DT01058,28,10,2023,Brakes,AC Cars Motors,Legendary Auto Group
TX09523216,BR0004,DLR0030,BMW-M1,1249338,1,DT03539,1,11,2020,Engine,Velocity Auto Mall,Pulse Car Hub
TX09523217,BR0007,DLR0009,Hyu-M158,1293824,3,DT01525,9,8,2020,Engine,Crestline Motors,PrimeDrive Dealership
TX09523218,BR0013,DLR0001,Ren-M128,673761,4,DT00473,27,10,2020,Seats,Trinity Auto World,AC Cars Motors
TX09523219,BR0005,DLR0007,Ren-M128,1387690,4,DT03721,2,8,2020,Seats,Imperial Auto House,Torque Traders
TX09523220,BR0015,DLR0014,Hyu-M158,1444260,1,DT01765,13,8,2019,Seats,Torque Wheel Motors,TrueMotion Dealers
TX09523221,BR0013,DLR0006,Hon-M218,284930,1,DT01309,20,11,2022,Engine,Trinity Auto World,EcoDrive Dealership
TX09523222,BR0016,DLR0026,Tat-M188,1547147,2,DT03275,5,9,2021,Brakes,BlueSky Car Lounge,Urban Gears Dealers
TX09523223,BR0013,DLR0001,Hyu-M158,1510481,3,DT01548,12,8,2020,Brakes,Trinity Auto World,AC Cars Motors
TX09523224,BR0012,DLR0024,Hon-M218,1039055,3,DT00152,16,6,2023,Steering,Falcon Auto Sales,Orbit Auto Dealers
TX09523225,BR0004,DLR0029,Hon-M218,597454,4,DT02865,26,2,2020,Steering,Velocity Auto Mall,Trailblazer Auto
TX09523226,BR0012,DLR0030,Ren-M128,1776740,4,DT02226,14,1,2021,Engine,Falcon Auto Sales,Pulse Car Hub
TX09523227,BR0006,DLR0020,Ren-M128,1426188,3,DT02603,5,12,2023,Seats,Zenith Auto Hub,HyperDrive Car Trade
TX09523228,BR0004,DLR0022,Hon-M218,1658129,5,DT00055,28,3,2023,Brakes,Velocity Auto Mall,Skyline Wheels
TX09523229,BR0004,DLR0019,BMW-M1,1423746,5,DT04108,2,7,2019,Engine,Velocity Auto Mall,Fusion AutoPoint
TX09523230,BR0011,DLR0028,BMW-M1,567753,2,DT02769,24,5,2020,Seats,Glide Motors,Autograph Motors
TX09523231,BR0002,DLR0018,Ren-M128,1869521,5,DT00995,22,4,2020,Steering,Deccan Motors,Ignite Motors
TX09523232,BR0012,DLR0016,Hyu-M158,749347,3,DT00793,10,2,2020,Steering,Falcon Auto Sales,Royal Wheels Dealership
TX09523233,BR0010,DLR0024,Tat-M188,1182650,4,DT01324,10,7,2023,Tyres,Nexa Auto Gallery,Orbit Auto Dealers
TX09523234,BR0003,DLR0001,BMW-M1,1172534,2,DT04047,2,2,2019,Brakes,Wiesmann Motors,AC Cars Motors
TX09523235,BR0009,DLR0021,Ren-M128,170876,2,DT00280,24,1,2019,Brakes,Fusion Car Center,Cityscape Dealers
TX09523236,BR0003,DLR0004,Tat-M188,1759622,2,DT01696,2,9,2019,Steering,Wiesmann Motors,Messerschmitt Motors
TX09523237,BR0005,DLR0025,Tat-M188,1302967,5,DT02426,26,7,2022,Steering,Imperial Auto House,Revo Auto Partners
TX09523238,BR0010,DLR0016,Hon-M218,1657932,4,DT04371,27,12,2020,Engine,Nexa Auto Gallery,Royal Wheels Dealership
TX09523239,BR0004,DLR0018,Ren-M128,365626,4,DT00069,7,9,2020,Seats,Velocity Auto Mall,Ignite Motors
TX09523240,BR0013,DLR0017,Tat-M188,36635,1,DT01717,28,10,2023,Engine,Trinity Auto World,Nimbus Motors
TX09523241,BR0004,DLR0017,Hon-M218,1295636,2,DT03244,25,6,2021,Engine,Velocity Auto Mall,Nimbus Motors
TX09523242,BR0015,DLR0025,Ren-M128,968855,2,DT03005,26,2,2021,Tyres,Torque Wheel Motors,Revo Auto Partners
TX09523243,BR0006,DLR0018,Ren-M128,343250,3,DT04251,7,1,2023,Engine,Zenith Auto Hub,Ignite Motors
TX09523244,BR0009,DLR0020,Tat-M188,896284,5,DT04271,26,8,2022,Engine,Fusion Car Center,HyperDrive Car Trade
